0.1720566292888873,0.01,0.02,0.005
0.1134373650953933,0.01,0.02,0.01
0.0568684682372299,0.01,0.02,0.02
0.22763253934219,0.01,0.05,0.005
0.177767398326984,0.01,0.05,0.01
0.1261268103477239,0.01,0.05,0.02
0.2660882614560129,0.01,0.1,0.005
0.2516614844884671,0.01,0.1,0.01
0.1705026637530101,0.01,0.1,0.02
0.1922654703996953,0.02,0.02,0.005
0.1344601655736431,0.02,0.02,0.01
0.07539822368615502,0.02,0.02,0.02
0.2366687597622889,0.02,0.05,0.005
0.1872221709824785,0.02,0.05,0.01
0.1218501130511568,0.02,0.05,0.02
0.2724180199277398,0.02,0.1,0.005
0.2414259576997551,0.02,0.1,0.01
0.196617655409483,0.02,0.1,0.02
0.2513274122871836,0.05,0.05,0.005
0.2120575041173111,0.05,0.05,0.01
0.1570796326794897,0.05,0.05,0.02
0.2891417745411191,0.05,0.1,0.005
0.252864222226019,0.05,0.1,0.01
0.1887723775993493,0.05,0.1,0.02
0.2284018646755244,0.01,0.02,0.005
0.150326218008494,0.01,0.02,0.01
0.07422023046393125,0.01,0.02,0.02
0.3068886232282343,0.01,0.05,0.005
0.2308975959727155,0.01,0.05,0.01
0.1633711403508706,0.01,0.05,0.02
0.3697768102045744,0.01,0.1,0.005
0.3109175449978857,0.01,0.1,0.01
0.2451157620571678,0.01,0.1,0.02
0.2563539605329271,0.02,0.02,0.005
0.1784424627239002,0.02,0.02,0.01
0.1005309649148734,0.02,0.02,0.02
0.3109973277047037,0.02,0.05,0.005
0.2493070144052492,0.02,0.05,0.01
0.1680675845283106,0.02,0.05,0.02
0.3498607031594297,0.02,0.1,0.005
0.2997037137305998,0.02,0.1,0.01
0.2394399306590159,0.02,0.1,0.02
0.337721210260903,0.05,0.05,0.005
0.2827433388230816,0.05,0.05,0.01
0.2042035224833366,0.05,0.05,0.02
0.3568527998267015,0.05,0.1,0.005
0.3192844467909832,0.05,0.1,0.01
0.2777391934848043,0.05,0.1,0.02
0.2848930249682128,0.01,0.02,0.005
0.1832964629100816,0.01,0.02,0.01
0.09415624128745596,0.01,0.02,0.02
0.3780802269491811,0.01,0.05,0.005
0.3066046904368382,0.01,0.05,0.01
0.2019556431605982,0.01,0.05,0.02
0.4483725526105756,0.01,0.1,0.005
0.3870823218681954,0.01,0.1,0.01
0.3242651484764397,0.01,0.1,0.02
0.3204424506661588,0.02,0.02,0.005
0.2224247598741573,0.02,0.02,0.01
0.1256637061435917,0.02,0.02,0.02
0.3867042503907075,0.02,0.05,0.005
0.3147367944280658,0.02,0.05,0.01
0.2042042486963871,0.02,0.05,0.02
0.4498966663799889,0.02,0.1,0.005
0.3845780574148208,0.02,0.1,0.01
0.3067556211111259,0.02,0.1,0.02
0.416261026600648,0.05,0.05,0.005
0.353429173528852,0.05,0.05,0.01
0.2591813939211581,0.05,0.05,0.02
0.4421051723476327,0.05,0.1,0.005
0.4071025428225972,0.05,0.1,0.01
0.3150039669415935,0.05,0.1,0.02
0.3436828692708272,0.01,0.02,0.005
0.2173525758021498,0.01,0.02,0.01
0.111561359871191,0.01,0.02,0.02
0.4589817115748327,0.01,0.05,0.005
0.3570035071541243,0.01,0.05,0.01
0.2341125950215242,0.01,0.05,0.02
0.5368017240030529,0.01,0.1,0.005
0.4778660251040426,0.01,0.1,0.01
0.3734022450615485,0.01,0.1,0.02
0.3845309407993906,0.02,0.02,0.005
0.2676636940858503,0.02,0.02,0.01
0.15079644737231,0.02,0.02,0.02
0.4743706196354088,0.02,0.05,0.005
0.3726669916769096,0.02,0.05,0.01
0.2529603844705804,0.02,0.05,0.02
0.5230299685135434,0.02,0.1,0.005
0.4626235530029795,0.02,0.1,0.01
0.3658303967471762,0.02,0.1,0.02
0.5026548245743674,0.05,0.05,0.005
0.4241150082346224,0.05,0.05,0.01
0.306305283725005,0.05,0.05,0.02
0.5424338077608709,0.05,0.1,0.005
0.4796913435582378,0.05,0.1,0.01
0.3901022313496277,0.05,0.1,0.02
0.4016859585490059,0.01,0.02,0.005
0.2600546384577553,0.01,0.02,0.01
0.1345479284857154,0.01,0.02,0.02
0.5343957838813398,0.01,0.05,0.005
0.4142744521924335,0.01,0.05,0.01
0.2686012943365201,0.01,0.05,0.02
0.615048700321614,0.01,0.1,0.005
0.5199427223118681,0.01,0.1,0.01
0.4037194759432824,0.01,0.1,0.02
0.4486194309326224,0.02,0.02,0.005
0.3116459912361074,0.02,0.02,0.01
0.1759291886010284,0.02,0.02,0.02
0.5464600170720808,0.02,0.05,0.005
0.4361569299921074,0.02,0.05,0.01
0.2924567513995783,0.02,0.05,0.02
0.6215062460117615,0.02,0.1,0.005
0.5448355741078316,0.02,0.1,0.01
0.4159453185727711,0.02,0.1,0.02
0.5811946409141118,0.05,0.05,0.005
0.4869468613064184,0.05,0.05,0.01
0.3612831551628265,0.05,0.05,0.02
0.6344186630033795,0.05,0.1,0.005
0.5577215908500018,0.05,0.1,0.01
0.4565054528855839,0.05,0.1,0.02
